date,value
2024-12-13,1683.83
2024-12-12,1688.35
2024-12-11,1688.35
2024-12-10,1695.59
2024-12-09,1695.59
2024-12-08,1695.59
2024-12-07,1695.59
2024-12-06,1695.59
2024-12-05,1695.59
2024-12-04,1686.71
2024-12-03,1709.05
2024-12-02,1711.07
2024-12-01,1709.05
2024-11-30,1707.26
2024-11-29,1707.26
2024-11-28,1707.26
2024-11-27,1714.21
2024-11-26,1714.21
2024-11-25,1714.21
2024-11-24,1714.21
2024-11-23,1709.78
2024-11-22,1709.78
2024-11-21,1738.12
2024-11-20,1717.34
2024-11-19,1717.34
2024-11-18,1717.34
2024-11-17,1724.43
2024-11-16,1729.9
2024-11-15,1731.82
2024-11-14,1747.63
2024-11-13,1747.63
2024-11-12,1729.9
2024-11-11,1757.83
2024-11-10,1756.86
2024-11-09,1769.98
2024-11-08,1769.98
2024-11-07,1774.48
2024-11-06,1774.48
2024-11-05,1799.27
2024-11-04,1799.27
2024-11-03,1811.47
2024-11-02,1811.47
2024-11-01,1811.47
2024-10-31,1792.22
2024-10-30,1792.22
2024-10-29,1811.47
2024-10-28,1792.22
2024-10-27,1866.9
2024-10-26,1792.22
2024-10-25,1792.22
2024-10-24,1792.22
2024-10-23,1792.22
2024-10-22,1792.22
2024-10-21,1790.64
2024-10-20,1790.64
2024-10-19,1790.64
2024-10-18,1790.64
2024-10-17,1790.64
2024-10-16,1790.64
2024-10-15,1802.52
2024-10-14,1802.52
2024-10-13,1802.52
2024-10-12,1802.52
2024-10-11,1795.45
2024-10-10,1795.45
2024-10-09,1786.42
2024-10-08,1786.43
2024-10-07,1786.42
2024-10-06,1786.42
2024-10-05,1785.43
2024-10-04,1792.22
2024-10-03,1792.23
2024-10-02,1792.23
2024-10-01,1792.23
2024-09-30,1786.01
2024-09-29,1786.01
2024-09-28,1786.01
2024-09-27,1796.72
2024-09-26,1797.43
2024-09-25,1797.43
2024-09-24,1797.43
2024-09-23,1797.43
2024-09-22,1797.43
2024-09-21,1797.43
2024-09-20,1799.68
2024-09-19,1795.93
2024-09-18,1795.93
2024-09-17,1809.16
2024-09-16,1822.58
2024-09-15,1822.59
2024-09-14,1822.59
2024-09-13,1822.59
2024-09-12,1822.59
2024-09-11,1822.59
2024-09-10,1822.59
2024-09-09,1809.23
2024-09-08,1816.98
2024-09-07,1816.98
2024-09-06,1819.3
2024-09-05,1819.3
2024-09-04,1822.9
2024-09-03,1822.9
2024-09-02,1855.26
2024-09-01,1855.26
2024-08-31,1855.26
2024-08-30,1855.26
2024-08-29,1855.26
2024-08-28,1855.26
2024-08-27,1855.26
2024-08-26,1855.26
2024-08-25,1855.26
2024-08-24,1855.26
2024-08-23,1855.26
2024-08-22,1837.98
2024-08-21,1837.98
2024-08-20,1837.98
2024-08-19,1789.35
2024-08-18,1789.35
2024-08-17,1837.98
2024-08-16,1837.98
2024-08-15,1837.98
2024-08-14,1789.35
2024-08-13,1837.98
2024-08-12,1837.98
2024-08-11,1837.98
2024-08-10,1837.98
2024-08-09,1789.35
2024-08-08,1789.35
2024-08-07,1789.35
2024-08-06,1837.98
2024-08-05,1837.98
2024-08-04,1775.21
2024-08-03,1790.21
2024-08-02,1791.46
2024-08-01,1791.46
2024-07-31,1781.49
2024-07-30,1781.49
2024-07-29,1781.49
2024-07-28,1792.97
2024-07-27,1792.97
2024-07-26,1792.97
2024-07-25,1792.97
2024-07-24,1788.18
2024-07-23,1785.23
2024-07-22,1781.93
2024-07-21,1781.93
2024-07-20,1781.93
2024-07-19,1781.93
2024-07-18,1779.56
2024-07-17,1779.57
2024-07-16,1779.57
2024-07-15,1779.57
2024-07-14,1779.57
2024-07-13,1777.09
2024-07-12,1779.57
2024-07-11,1784.57
2024-07-10,1784.57
2024-07-09,1779.71
2024-07-08,1779.71
2024-07-07,1779.71
2024-07-06,1757.79
2024-07-05,1757.79
2024-07-04,1768.37
2024-07-03,1768.37
2024-07-02,1777.22
2024-07-01,1777.22
2024-06-30,1779.24
2024-06-29,1779.24
2024-06-28,1779.24
2024-06-27,1767.6
2024-06-26,1767.6
2024-06-25,1786.32
2024-06-24,1786.32
2024-06-23,1786.33
2024-06-22,1786.33
2024-06-21,1786.33
2024-06-20,1786.33
2024-06-19,1766.4
2024-06-18,1762.15
2024-06-17,1759.7
2024-06-16,1759.7
2024-06-15,1759.7
2024-06-14,1769.11
2024-06-13,1768.52
2024-06-12,1770.6
2024-06-11,1797
2024-06-10,1797
2024-06-09,1797
2024-06-08,1756.16
2024-06-07,1756.16
2024-06-06,1756.16
2024-06-05,1765.08
2024-06-04,1765.08
2024-06-03,1765.08
2024-06-02,1765.08
2024-06-01,1765.08
2024-05-31,1765.09
2024-05-30,1767.7
2024-05-29,1767.7
2024-05-28,1767.7
2024-05-27,1767.7
2024-05-26,1764.9
2024-05-25,1764.9
2024-05-24,1764.9
2024-05-23,1764.9
2024-05-22,1764.9
2024-05-21,1764.9
2024-05-20,1764.9
2024-05-19,1779.17
2024-05-18,1779.17
2024-05-17,1779.17
2024-05-16,1779.17
2024-05-15,1779.17
2024-05-14,1782.1
2024-05-13,1782.1
2024-05-12,1782.1
2024-05-11,1782.1
2024-05-10,1782.1
2024-05-09,1782.1
2024-05-08,1782.1
2024-05-07,1771.37
2024-05-06,1771.37
2024-05-05,1771.37
2024-05-04,1771.37
2024-05-03,1775.65
2024-05-02,1775.65
2024-05-01,1771.37
2024-04-30,1768.89
2024-04-29,1768.89
2024-04-28,1768.89
2024-04-27,1768.89
2024-04-26,1772.9
2024-04-25,1772.9
2024-04-24,1757.24
2024-04-23,1765.55
2024-04-22,1773.7
2024-04-21,1773.7
2024-04-20,1773.7
2024-04-19,1761.9
2024-04-18,1761.9
2024-04-17,1761.28
2024-04-16,1767.63
2024-04-15,1778.4
2024-04-14,1778.4
2024-04-13,1778.4
2024-04-12,1778.4
2024-04-11,1766.95
2024-04-10,1766.9
2024-04-09,1766.9
2024-04-08,1766.9
2024-04-07,1768.86
2024-04-06,1776.92
2024-04-05,1776.92
2024-04-04,1775.77
2024-04-03,1781.6
2024-04-02,1775.75
2024-04-01,1775.75
2024-03-31,1701.76
2024-03-30,1775.75
2024-03-29,1775.75
2024-03-28,1776.09
2024-03-27,1767.38
2024-03-26,1767.38
2024-03-25,1767.38
2024-03-24,1767.38
2024-03-23,1767.38
2024-03-22,1767.38
2024-03-21,1767.38
2024-03-20,1767.38
2024-03-19,1767.38
2024-03-18,1767.38
2024-03-17,1767.38
2024-03-16,1767.38
2024-03-15,1767.38
2024-03-14,1767.38
2024-03-13,1767.38
2024-03-12,1767.38
2024-03-11,510.86
2024-03-10,1758.9
2024-03-09,1758.9
2024-03-08,1758.9
2024-03-07,1767.38
2024-03-06,1768.24
2024-03-05,1766.82
2024-03-04,1766.82
2024-03-03,1766.83
2024-03-02,1766.83
2024-03-01,1766.83
2024-02-29,1769.16
2024-02-28,1761.3
2024-02-27,1761.3
2024-02-26,1761.3
2024-02-25,1769.98
2024-02-24,1781.29
2024-02-23,1781.29
2024-02-22,1781.29
2024-02-21,1781.29
2024-02-20,1774.3
2024-02-19,1774.3
2024-02-18,1793.92
2024-02-17,1789.4
2024-02-16,1789.4
2024-02-15,1789.4
2024-02-14,1789.4
2024-02-13,1779.93
2024-02-12,1779.93
2024-02-11,1779.93
2024-02-10,1779.93
2024-02-09,1779.93
2024-02-08,1780.06
2024-02-07,1780.06
2024-02-06,1787.88
2024-02-05,1787.88
2024-02-04,1787.88
2024-02-03,1787.88
2024-02-02,1788.71
2024-02-01,1788.71
2024-01-31,1798.94
2024-01-30,1798.19
2024-01-29,1798.19
2024-01-28,1798.19
2024-01-27,1801.32
2024-01-26,1801.32
2024-01-25,1806.6
2024-01-24,1806.61
2024-01-23,1806.61
2024-01-22,1807.44
2024-01-21,1807.44
2024-01-20,1758.3
2024-01-19,1798.72
2024-01-18,1808.03
2024-01-17,1808.04
2024-01-16,1810.35
2024-01-15,1810.35
2024-01-14,1810.35
2024-01-13,1800.77
2024-01-12,1800.77
2024-01-11,1804.99
2024-01-10,1804.99
2024-01-09,1804.99
2024-01-08,1811.33
2024-01-07,1811.33
2024-01-06,1811.33
2024-01-05,1811.33
2024-01-04,1811.33
2024-01-03,1723.03
2024-01-02,1811.33
2024-01-01,1811.33
2023-12-31,1817.37
2023-12-30,1817.37
2023-12-29,1817.37
2023-12-28,1817.37
2023-12-27,1817.37
2023-12-26,1817.37
2023-12-25,1817.37
2023-12-24,1817.37
2023-12-23,1817.37
2023-12-22,1817.37
2023-12-21,1817.37
2023-12-20,1817.37
2023-12-19,1817.37
2023-12-18,1810.37
2023-12-17,1817.37
2023-12-16,1810.37
2023-12-15,1817.37
2023-12-14,1810.37
2023-12-13,1817.37
2023-12-06,1810.37
2023-12-05,680.65
2023-12-04,1817.37
2023-12-03,1817.37
2023-12-02,1817.37
2023-12-01,1817.37
2023-11-30,1817.37
2023-11-29,1817.37
2023-11-28,1817.37
2023-11-27,1817.37
2023-11-26,1772.56
2023-11-25,1817.37
2023-11-24,1817.37
2023-11-23,1817.37
2023-11-22,1817.37
2023-11-21,1817.37
2023-10-24,1788.18
2023-10-23,1788.18
2023-10-22,1788.18
2023-10-21,1772.54
2023-10-20,1772.54
2023-10-19,1772.54
2023-10-18,1772.54
2023-10-17,1772.83
2023-10-16,1772.83
2023-10-15,1772.83
2023-10-14,1772.83
2023-10-13,1772.83
2023-10-12,1784.4
2023-10-11,1784.4
2023-10-10,1786.91
2023-10-09,1786.91
2023-10-08,1786.92
2023-10-07,1786.92
2023-10-06,1783.99
2023-10-05,1784
2023-10-04,1784
2023-10-03,1784
2023-10-02,1785.7
2023-10-01,1785.7
2023-09-30,1785.7
2023-09-29,1785.7
2023-09-28,1785.7
2023-09-27,1785.7
2023-09-26,1776.73
2023-09-25,1776.73
2023-09-24,1776.73
2023-09-23,1776.73
2023-09-22,1776.73
2023-09-21,1776.73
2023-09-20,1776.73
2023-09-19,1776.73
2023-09-18,1776.73
2023-09-17,1776.73
2023-09-16,1776.73
2023-09-15,1776.73
2023-09-14,1776.73
2023-09-13,1776.73
2023-09-12,1776.73
2023-09-11,1776.73
2023-09-10,1801.28
2023-09-09,1801.28
2023-09-08,1801.28
2023-09-07,1801.28
2023-09-06,1801.28
2023-09-05,1801.28
2023-09-04,1801.28
2023-09-03,1801.28
2023-09-02,1801.28
2023-09-01,1801.28
2023-08-31,1804.53
2023-08-30,1808.96
2023-08-29,1809.26
2023-08-28,1820.67
2023-08-27,1830.79
2023-08-26,1830.79
2023-08-25,1830.79
2023-08-24,1830.79
2023-08-23,1830.79
2023-08-22,1783.31
2023-08-21,1783.31
2023-08-20,1783.31
2023-08-19,1783.31
2023-08-18,1785.84
2023-08-17,1786.1
2023-08-16,1790.82
2023-08-15,1790.82
2023-08-14,1798.41
2023-08-13,1779.03
2023-08-12,1779.34
2023-08-11,1779.34
2023-08-10,1777.96
2023-08-09,1778.36
2023-08-08,1781.11
2023-08-07,1786.24
2023-08-06,1807.43
2023-08-05,1786.42
2023-08-04,1788.22
2023-08-03,1801.66
2023-08-02,1801.66
2023-08-01,1799.93
2023-07-31,1799.93
2023-07-30,1799.93
2023-07-29,1797.33
2023-07-28,1797.33
2023-07-27,1797.33
2023-07-26,1805.44
2023-07-25,1805.44
2023-07-24,1805.44
2023-07-23,1800.06
2023-07-22,1800.06
2023-07-21,1804.9
2023-07-20,1804.9
2023-07-19,1804.9
2023-07-18,1804.9
2023-07-17,1811.49
2023-07-16,1811.49
2023-07-15,1811.49
2023-07-14,1811.49
2023-07-13,1811.49
2023-07-12,1816.49
2023-07-11,1816.49
2023-07-10,1816.49
2023-07-09,1816.49
2023-07-08,1799.17
2023-07-07,1799.17
2023-07-06,1793.75
2023-07-05,1802.78
2023-07-04,1802.78
2023-07-03,1802.78
2023-07-02,1802.78
2023-07-01,1784.84
2023-06-30,1784.84
2023-06-29,1784.84
2023-06-28,1784.839
2023-06-27,1784.839
2023-06-26,1796.869
2023-06-25,1796.869
2023-06-24,1796.869
2023-06-23,1796.869
2023-06-22,1796.869
2023-06-21,1787.629
2023-06-20,1792.567
2023-06-19,1792.569
2023-06-18,1792.569
2023-06-17,1795.901
2023-06-16,1795.899
2023-06-15,1803.439
2023-06-14,1818.467
2023-06-13,1818.469
2023-06-12,1818.469
2023-06-11,1810.861
2023-06-10,1810.859
2023-06-09,1804.347
2023-06-08,1808.529
2023-06-07,1812.439
2023-06-06,1816.959
2023-06-05,1816.959
2023-06-04,1812.348
2023-06-03,1812.348
2023-06-02,1812.349
2023-06-01,1817.379
2023-05-31,1817.379
2023-05-30,1817.379
2023-05-29,1812.38
2023-05-28,1812.38
2023-05-27,1812.38
2023-05-26,1807.849
2023-05-25,1808.529
2023-05-24,1813.399
2023-05-23,1826.839
2023-05-22,1826.839
2023-05-21,1801.19
2023-05-20,1801.19
2023-05-19,1801.19
2023-05-18,1801.19
2023-05-17,1801.19
2023-05-16,1801.19
2023-05-15,1801.19
2023-05-14,1810.52
2023-05-13,1810.52
2023-05-12,1810.52
2023-05-11,1810.519
2023-05-10,1806.329
2023-05-09,1805.829
2023-05-08,1805.829
2023-05-07,1811.078
2023-05-06,1811.078
2023-05-05,1811.079
2023-05-04,1820.949
2023-05-03,1820.949
2023-05-02,1820.949
2023-05-01,1820.949
2023-04-30,1820.949
2023-04-29,1820.949
2023-04-28,1820.949
2023-04-27,1801.29
2023-04-26,1801.29
2023-04-25,1801.29
2023-04-24,1801.29
2023-04-23,1801.29
2023-04-22,1801.289
2023-04-21,1801.289
2023-04-20,1801.289
2023-04-15,1146.955
2023-04-14,1797.519
2023-04-13,1797.519
2023-04-12,1797.519
2023-04-11,1797.519
2023-04-10,1797.519
2023-04-09,1796.339
2023-04-08,1796.339
2023-04-07,1796.339
2023-04-06,1796.339
2023-04-05,1796.339
2023-04-04,1796.339
2023-04-03,1796.339
2023-04-02,1789.909
2023-04-01,1789.909
2023-03-31,1799.969
2023-03-30,1803.399
2023-03-29,1809.519
2023-03-28,1818.569
2023-03-27,1815.289
2023-03-26,1739.651
2023-03-25,1815.289
2023-03-24,1835.289
2023-03-23,1835.289
2023-03-22,1835.289
2023-03-21,1835.289
2023-03-20,1835.289
2023-03-19,1829.979
2023-03-18,1829.979
2023-03-17,1829.979
2023-03-16,1829.979
2023-03-15,1829.979
2023-03-14,1829.979
2023-03-13,1829.979
2023-03-12,1829.979
2023-03-11,1829.979
2023-03-10,1829.979
2023-03-09,1829.979
2023-03-08,1829.979
2023-03-07,1829.979
2023-03-06,1829.979
2023-03-05,1829.979
2023-03-04,1829.979
2023-03-03,1829.979
2023-03-02,1829.979
2023-03-01,1829.979
2023-02-28,1829.979
2023-02-27,1829.979
2023-02-26,1829.979
2022-11-04,1259.639
2022-11-03,1843.219
2022-11-02,1843.219
2022-11-01,1841.659
2022-10-31,1836.249
2022-10-30,1912.76
2022-10-29,1836.249
2022-10-28,1836.249
2022-10-27,1834.309
2022-10-26,1834.309
2022-10-25,1830.119
2022-10-24,1830.119
2022-10-23,1830.119
2022-10-22,1826.589
2022-10-21,1826.589
2022-10-20,1828.059
2022-10-19,1824.349
2022-10-18,1824.349
2022-10-17,1824.349
2022-10-16,1824.349
2022-10-15,1824.349
2022-10-14,1824.349
2022-10-13,1822.739
2022-10-12,1824.799
2022-10-11,1824.799
2022-10-10,1824.799
2022-10-09,1824.799
2022-10-08,1824.799
2022-10-07,1824.799
2022-10-06,1824.799
2022-10-05,1824.799
2022-10-04,1824.799
2022-10-03,1824.799
2022-10-02,1824.799
2022-10-01,1824.799
2022-09-30,1824.799
2022-09-29,1824.799
2022-09-28,1824.799
2022-09-24,1762.817
2022-09-23,1824.799
2022-09-22,1825.619
2022-09-21,1825.619
2022-09-20,1825.619
2022-09-19,1825.619
2022-09-18,1776.103
2022-09-17,1824.389
2022-09-16,1823.439
2022-09-15,1818.699
2022-09-14,1828.079
2022-09-13,1826.659
2022-09-12,1809.979
2022-09-11,1809.979
2022-09-10,1809.979
2022-09-09,1812.779
2022-09-08,1810.649
2022-09-07,1815.849
2022-09-06,1817.189
2022-09-05,1817.189
2022-09-04,1817.189
2022-09-03,1817.189
2022-09-02,1817.189
2022-09-01,1801.559
2022-08-31,1816.289
2022-08-30,1833.119
2022-08-29,1833.119
2022-08-28,1838.579
2022-08-27,1813.219
2022-08-26,1813.219
2022-08-25,1813.219
2022-08-24,1813.219
2022-08-23,1813.219
2022-08-22,1813.219
2022-08-21,1813.219
2022-08-20,1806.069
2022-08-19,1811.899
2022-08-18,1816.209
2022-08-17,1820.149
2022-08-16,1839.659
2022-08-15,1820.579
2022-08-14,1823.869
2022-08-13,1811.459
2022-08-12,1822.659
2022-08-11,1816.449
2022-08-10,1825.599
2022-08-09,1842.419
2022-08-08,1826.999
2022-08-07,1819.369
2022-08-06,1832.119
2022-08-05,1822.529
2022-08-04,1827.679
2022-08-03,1825.989
2022-08-02,1710.061
2022-08-01,1827.419
2022-07-31,1819.069
2022-07-30,1823.279
2022-07-29,1817.369
2022-07-28,1815.989
2022-07-27,1824.339
2022-07-26,1829.519
2022-07-25,1831.689
2022-07-24,1839.149
2022-07-23,1709.963
2022-07-22,1825.619
2022-07-21,1836.289
2022-07-20,1833.509
2022-07-19,1836.069
2022-07-18,1836.069
2022-07-17,1827.419
2022-07-16,1827.419
2022-07-15,1827.419
2022-07-14,1827.419
2022-07-13,1827.419
2022-07-12,1827.419
2022-07-11,1832.419
2022-07-10,1832.419
2022-07-09,1832.419
2022-07-08,1832.419
2022-07-07,1832.419
2022-07-06,1838.299
2022-07-05,1850.669
2022-07-04,1841.059
2022-07-03,1830.429
2022-07-02,1827.379
2022-07-01,1827.619
2022-06-30,1835.819
2022-06-29,1834.359
2022-06-28,1841.549
2022-06-27,1835.659
2022-06-26,1832.579
2022-06-25,1835.889
2022-06-24,1838.719
2022-06-23,1841.379
2022-06-22,1851.689
2022-06-21,1864.899
2022-06-20,1860.659
2022-06-19,1845.869
2022-06-18,1838.469
2022-06-17,1839.819
2022-06-16,1840.129
2022-06-15,1846.929
2022-06-14,1855.599
2022-06-13,1843.979
2022-06-12,1842.909
2022-06-11,1852.159
2022-06-10,1856.519
2022-06-09,1865.239
2022-06-08,1745.183
2022-06-07,1777.04
2022-06-06,1777.04
2022-06-05,1777.04
2022-06-04,1777.04
2022-06-03,1777.04
2022-06-02,1777.04
2022-06-01,1777.04
2022-05-31,1777.04
2022-05-30,1777.04
2022-05-29,1777.04
2022-05-28,1777.04
2022-05-27,1777.04
2022-05-26,1777.04
2022-05-25,1777.04
2022-05-24,1803.729
2022-05-23,1803.729
2022-05-22,1803.729
2022-05-21,1803.729
2022-05-20,1803.729
2022-05-19,1803.729
2022-05-18,1803.729
2022-02-22,831.303
2022-02-21,1735.585
2022-02-20,1744.947
2022-02-19,1738.28
2022-02-18,1748.337
2022-02-17,1805.609
2022-02-16,1805.609
2022-02-15,1676.936
2022-02-14,1670.22
2022-02-13,1774.652
2022-02-12,1805.609
2022-02-11,1712.828
2022-02-10,1670.397
2022-02-09,1791.173
2022-02-08,1577.025
2022-02-07,1810.179
2022-02-06,1078.747
2022-02-05,1810.179
2022-02-04,1764.278
2022-02-03,1567.114
2022-02-02,1735.171
2022-02-01,1824.589
2022-01-31,1733.266
2022-01-30,1732.042
2022-01-29,1735.336
2022-01-28,1812.944
2022-01-27,1648.823
2022-01-26,1824.589
2022-01-25,1818.965
2022-01-24,1824.589
2022-01-23,1824.589
2022-01-22,1799.332
2022-01-21,1560.877
2022-01-20,1665.796
2022-01-19,1696.656
2022-01-18,1823.359
2022-01-17,1827.096
2022-01-16,1831.689
2022-01-15,1558.384
2022-01-14,1775.173
2022-01-13,1763.785
2022-01-12,1831.689
2022-01-11,1831.689
2022-01-10,1686.391
2022-01-09,1779.556
2022-01-08,1755.96
2022-01-07,1831.689
2022-01-06,1831.689
2022-01-05,1848.089
2022-01-04,1848.089
2022-01-03,1848.089
2022-01-02,1848.989
2022-01-01,1795
2021-12-31,1795
2021-12-30,1795
2021-12-29,1795
2021-12-28,1795
2021-12-27,1795
2021-12-26,1795
2021-12-25,1795
2021-12-24,1795
2021-12-23,1795
2021-12-22,1795
2021-12-21,1795
2021-12-20,1795
2021-12-19,1795
2021-12-18,1795
2021-12-17,1795
2021-12-16,1795
2021-12-15,1795
2021-12-14,1795
2021-12-13,1795
2021-12-12,1795
2021-09-02,1702.504
2021-09-01,1771.496
2021-08-31,1699.537
2021-08-30,1586.768
2021-08-29,1672.449
2021-08-28,1743.492
2021-08-27,1774.98
2021-08-26,1774.98
2021-08-25,1718.254
2021-08-24,1751.236
2021-08-23,1774.98
2021-08-22,1774.98
2021-08-21,1695.089
2021-08-20,1744.201
2021-08-19,1763.107
2021-08-18,1691.562
2021-08-17,1787.049
2021-08-16,1710.989
2021-08-15,1736.995
2021-08-14,1786.045
2021-08-13,1720.833
2021-08-12,1720.561
2021-08-11,1787.049
2021-08-10,1785.411
2021-08-09,1787.06
2021-08-08,1770.886
2021-08-07,1787.06
2021-08-06,1741.112
2021-08-05,1771.78
2021-08-04,1771.78
2021-08-03,1709.516
2021-08-02,1699.445
2021-08-01,1705.657
2021-07-31,1771.78
2021-07-30,1629.264
2021-07-29,1731.377
2021-07-28,1731.855
2021-07-27,1670.479
2021-07-26,1708.32
2021-07-25,1664.197
2021-07-24,1629.317
2021-07-23,1498.945
2021-07-22,1771.78
2021-07-21,1682.271
2021-07-20,1763.461
2021-07-19,1706.929
2021-07-18,1771.78
2021-07-17,1731.582
2021-07-16,1523.488
2021-07-15,1724.012
2021-07-14,1771.78
2021-07-13,1771.78
2021-07-12,1771.78
2021-07-11,1606.4
2021-07-10,1776.78
2021-07-09,1707.326
2021-07-08,1776.78
2021-07-07,1776.78
2021-07-06,1521.748
2021-07-05,1752.065
2021-07-04,1712.906
2021-07-03,1776.78
2021-07-02,1776.78
2021-07-01,1691.18
2021-06-30,1719.958
2021-06-29,1776.78
2021-06-28,1766.567
2021-06-27,1776.78
2021-06-26,1771.241
2021-06-25,1776.78
2021-06-24,1740.893
2021-06-23,1556.075
2021-06-22,1483.844
2021-06-21,1767.7
2021-06-20,1689.507
2021-06-19,1767.7
2021-06-18,1767.075
2021-06-17,1684.396
2021-06-16,1767.7
2021-06-15,1653.349
2021-06-14,1767.7
2021-06-13,1767.7
2021-06-12,1767.7
2021-06-11,1767.7
2021-06-10,1583.708
2021-06-09,1783.38
2021-06-08,1704.263
2021-06-07,1654.047
2021-06-06,1761.839
2021-06-05,1753.177
2021-06-04,1783.38
2021-06-03,1751.771
2021-06-02,1710.109
2021-06-01,1349.265
2021-05-31,1545.696
2021-05-30,1783.38
2021-05-29,1783.38
2021-05-28,1780.413
2021-05-27,1700.677
2021-05-26,1635.999
2021-05-25,1783.38
2021-05-24,1783.38
2021-05-23,1783.38
2021-05-22,1783.38
2021-05-21,1746.987
2021-05-20,1698.665
2021-05-19,1707.84
2021-05-18,1639.799
2021-05-17,1707.84
2021-05-16,1707.84
2021-05-15,1707.84
2021-05-14,1707.84
2021-05-13,1495.02
2021-05-12,1707.84
2021-05-11,1665.511
2021-05-10,1628.553
2021-05-09,1609.071
2021-05-08,1707.84
2021-05-07,1492.164
2021-05-06,1670.938
2021-05-05,1707.84
2021-05-04,1614.095
2021-05-03,1707.84
2021-05-02,1707.792
2021-05-01,1707.84
2021-04-30,1707.84
2021-04-29,1566.152
2021-04-28,1707.84
2021-04-27,1490.633
2021-04-26,1707.84
2021-04-25,1707.84
2021-04-24,1655.18
2021-04-23,1707.84
2021-04-22,1707.84
2021-04-21,1707.84
2021-04-20,1556.11
2021-04-19,1701.602
2021-04-18,1707.84
2021-04-17,1667.892
2021-04-16,1502.436
2021-04-15,1689.539
2021-04-14,1675.19
2021-04-13,1576.455
2021-04-12,1706.659
2021-04-11,1707.84
2021-04-10,1707.84
2021-04-09,1646.313
2021-04-08,1638.193
2021-04-07,1663.425
2021-04-06,1707.84
2021-04-05,1600.234
2021-04-04,1663.244
2021-04-03,1707.84
2021-04-02,1707.84
2021-04-01,1530.89
2021-03-31,1707.84
2021-03-30,1625.455
2021-03-29,1664.619
2021-03-28,1625.708
2021-03-27,1707.84
2021-03-26,1372.419
2021-03-25,1707.84
2021-03-24,1553.619
2021-03-23,1718.893
2021-03-22,1753.54
2021-03-21,1705.202
2021-03-20,1458.943
2021-03-19,1716.716
2021-03-18,1684.642
2021-03-17,1719.734
2021-03-16,1657.771
2021-03-15,1753.54
2021-03-14,1753.54
