date,value
2024-12-28,252.01
2024-12-27,534.89
2024-12-26,66.06
2024-12-25,105.77
2024-12-24,208.74
2024-12-23,608.54
2024-12-22,148.59
2024-12-21,407.21
2024-12-20,689.76
2024-12-19,557.72
2024-12-18,522.75
2024-12-17,541.17
2024-12-16,719.86
2024-12-15,116.77
2024-12-14,385.84
2024-12-13,772.87
2024-12-12,626.17
2024-12-11,761.97
2024-12-10,743.28
2024-12-09,605.74
2024-12-08,161.09
2024-12-07,340.21
2024-12-06,669.75
2024-12-05,644.08
2024-12-04,681.74
2024-12-03,496.96
2024-12-02,530.57
2024-12-01,190.07
2024-11-30,509.29
2024-11-29,215.26
2024-11-28,670.25
2024-11-27,594.45
2024-11-26,593.8
2024-11-25,608.94
2024-11-24,96.83
2024-11-23,354
2024-11-22,250.23
2024-11-21,213.65
2024-11-20,194.21
2024-11-19,297.18
2024-11-18,715.41
2024-11-17,85.08
2024-11-16,611.36
2024-11-15,542.32
2024-11-14,216.26
2024-11-13,246.34
2024-11-12,196.86
2024-11-11,243.58
2024-11-10,102.34
2024-11-09,445.36
2024-11-08,247.82
2024-11-07,867.36
2024-11-06,1069.56
2024-11-05,535.52
2024-11-04,726.98
2024-11-03,163.86
2024-11-02,237.91
2024-11-01,335.07
2024-10-31,303.28
2024-10-30,157.34
2024-10-29,620.59
2024-10-28,618.97
2024-10-27,181.46
2024-10-26,1264.31
2024-10-25,755.61
2024-10-24,682.12
2024-10-23,999.74
2024-10-22,761.87
2024-10-21,563.31
2024-10-20,313.58
2024-10-19,322.25
2024-10-18,712.15
2024-10-17,612.58
2024-10-16,731.45
2024-10-15,740.12
2024-10-14,771.39
2024-10-13,140.37
2024-10-12,383.13
2024-10-11,648.49
2024-10-10,731.41
2024-10-09,732.92
2024-10-08,729.6
2024-10-07,847.28
2024-10-06,1261.4
2024-10-05,882.48
2024-10-04,784.37
2024-10-03,117.45
2024-10-02,298.28
2024-10-01,580.87
2024-09-30,465.08
2024-09-29,278.25
2024-09-28,606.06
2024-09-27,742.08
2024-09-26,780.32
2024-09-25,707.9
2024-09-24,816.88
2024-09-23,713.48
2024-09-22,327.84
2024-09-21,932.55
2024-09-20,765.11
2024-09-19,836.81
2024-09-18,870.36
2024-09-17,758.79
2024-09-16,881.54
2024-09-15,158.35
2024-09-14,664.43
2024-09-13,258.77
2024-09-12,340.4
2024-09-11,394.69
2024-09-10,315.83
2024-09-09,564.37
2024-09-08,64.06
2024-09-07,935.6
2024-09-06,1080.23
2024-09-05,884.71
2024-09-04,730.2
2024-09-03,746.34
2024-09-02,664.52
2024-09-01,297.22
2024-08-31,143.09
2024-08-30,470.07
2024-08-29,341.42
2024-08-28,198.6
2024-08-27,412.46
2024-08-26,179.5
2024-08-25,270.87
2024-08-24,120.18
2024-08-23,54.28
2024-08-22,61.31
2024-08-21,126.1
2024-08-20,1576.75
2024-08-19,434.4
2024-08-18,100.94
2024-08-17,1192.3
2024-08-16,858.6
2024-08-15,1858.75
2024-08-14,432.08
2024-08-13,812.98
2024-08-12,960.45
2024-08-11,419.19
2024-08-10,1105.93
2024-08-09,275.9
2024-08-08,303.61
2024-08-07,167.66
2024-08-06,1006.36
2024-08-05,1159.92
2024-08-04,1.67
2024-08-03,636.61
2024-08-02,1031.06
2024-08-01,1228.93
2024-07-31,1348.28
2024-07-30,1410.25
2024-07-29,645.39
2024-07-28,137.75
2024-07-27,395.51
2024-07-26,205.86
2024-07-25,1329.08
2024-07-24,1408.28
2024-07-23,1036.94
2024-07-22,636.93
2024-07-21,489.31
2024-07-20,600.48
2024-07-19,566.79
2024-07-18,139.12
2024-07-17,278.03
2024-07-16,453.44
2024-07-15,193.97
2024-07-14,176.81
2024-07-13,40.35
2024-07-12,163.76
2024-07-11,333.32
2024-07-10,354.18
2024-07-09,69.95
2024-07-08,80.14
2024-07-07,55.89
2024-07-06,135.9
2024-07-05,1059.97
2024-07-04,1232.06
2024-07-03,1358.52
2024-07-02,1116.29
2024-07-01,1278.38
2024-06-30,80.71
2024-06-29,162.58
2024-06-28,952.59
2024-06-27,1196.92
2024-06-26,775.2
2024-06-25,1416.6
2024-06-24,1319.76
2024-06-23,335.93
2024-06-22,212.38
2024-06-21,937.29
2024-06-20,1365.85
2024-06-19,1250.7
2024-06-18,604.08
2024-06-17,705.23
2024-06-16,119.95
2024-06-15,693.55
2024-06-14,805.96
2024-06-13,616.23
2024-06-12,716.95
2024-06-11,942.31
2024-06-10,748.07
2024-06-09,137.64
2024-06-08,272.52
2024-06-07,640.79
2024-06-06,561.22
2024-06-05,981.82
2024-06-04,586.92
2024-06-03,1054.28
2024-06-02,6
2024-06-01,389.03
2024-05-31,934.18
2024-05-30,740.15
2024-05-29,999.6
2024-05-28,714.14
2024-05-27,1022.31
2024-05-26,911.17
2024-05-25,642.35
2024-05-24,724.78
2024-05-23,697.46
2024-05-22,943.26
2024-05-21,592.14
2024-05-20,844.66
2024-05-19,218.75
2024-05-18,2355.22
2024-05-17,695.9
2024-05-16,919.24
2024-05-15,711.44
2024-05-14,549.3
2024-05-13,937.97
2024-05-12,454.89
2024-05-11,243.55
2024-05-10,677.68
2024-05-09,851.08
2024-05-08,680.21
2024-05-07,320.58
2024-05-06,683.43
2024-05-05,265.55
2024-05-04,628.96
2024-05-03,960.73
2024-05-02,1176.03
2024-05-01,760.16
2024-04-30,825.74
2024-04-29,698.63
2024-04-28,314.35
2024-04-27,236.62
2024-04-26,598.78
2024-04-25,608.4
2024-04-24,526.3
2024-04-23,733.67
2024-04-22,651.34
2024-04-21,805.96
2024-04-20,631.9
2024-04-19,630.53
2024-04-18,521.9
2024-04-17,732.94
2024-04-16,584.92
2024-04-15,676.59
2024-04-14,156.05
2024-04-13,494.23
2024-04-12,508.11
2024-04-11,580.5
2024-04-10,704.98
2024-04-09,457.3
2024-04-08,512.81
2024-04-07,385.91
2024-04-06,588.65
2024-04-05,569.73
2024-04-04,461.84
2024-04-03,454.36
2024-04-02,447.33
2024-04-01,136.89
2024-03-31,137.53
2024-03-30,520.7
2024-03-29,170.55
2024-03-28,524.68
2024-03-27,563.41
2024-03-26,384.04
2024-03-25,156.69
2024-03-24,213.74
2024-03-23,237.88
2024-03-22,2357.85
2024-03-21,301.69
2024-03-20,1900.44
2024-03-19,699.81
2024-03-18,130.37
2024-03-17,203.47
2024-03-16,160.13
2024-03-15,470.78
2024-03-14,668.83
2024-03-13,267.12
2024-03-12,0
2024-03-11,0.84
2024-03-10,256.49
2024-03-09,220.35
2024-03-08,341.64
2024-03-07,705.61
2024-03-06,238.92
2024-03-05,494.22
2024-03-04,694.65
2024-03-03,146.94
2024-03-02,294.4
2024-03-01,582.5
2024-02-29,805.97
2024-02-28,272.05
2024-02-27,222.1
2024-02-26,546.57
2024-02-25,586.77
2024-02-24,640.8
2024-02-23,645.6
2024-02-22,903.23
2024-02-21,779.18
2024-02-20,553.7
2024-02-19,934.29
2024-02-18,623.95
2024-02-17,281.55
2024-02-16,1040.26
2024-02-15,358.15
2024-02-14,260.06
2024-02-13,86.46
2024-02-12,178.66
2024-02-11,132.06
2024-02-10,507.58
2024-02-09,491.36
2024-02-08,909.21
2024-02-07,1085.98
2024-02-06,704.07
2024-02-05,895.31
2024-02-04,769.43
2024-02-03,950.75
2024-02-02,865.37
2024-02-01,939.2
2024-01-31,960.3
2024-01-30,815.51
2024-01-29,847.72
2024-01-28,397.81
2024-01-27,527.68
2024-01-26,567.48
2024-01-25,889.16
2024-01-24,682.15
2024-01-23,644.09
2024-01-22,868.27
2024-01-21,580.65
2024-01-20,325.31
2024-01-19,459.53
2024-01-18,765.18
2024-01-17,673.51
2024-01-16,463.09
2024-01-15,625.33
2024-01-14,557.47
2024-01-13,514.78
2024-01-12,356.2
2024-01-11,846.15
2024-01-10,672.89
2024-01-09,410.21
2024-01-08,659
2024-01-07,337.82
2024-01-06,611.27
2024-01-05,170.42
2024-01-04,73.28
2024-01-03,190.71
2024-01-02,106.31
2024-01-01,194.89
2023-12-31,345.95
2023-12-30,446.12
2023-12-29,377.86
2023-12-28,148.88
2023-12-27,145.63
2023-12-26,139.14
2023-12-25,166.58
2023-12-24,96.03
2023-12-23,350.75
2023-12-22,337.85
2023-12-21,237.43
2023-12-20,199.61
2023-12-19,0
2023-12-18,0
2023-12-17,0
2023-12-16,0
2023-12-15,0
2023-12-14,0
2023-12-13,0
2023-12-06,0
2023-12-05,6.02
2023-12-04,97.44
2023-12-03,65.73
2023-12-02,81.56
2023-12-01,0
2023-11-30,46.61
2023-11-29,57.45
2023-11-28,414.31
2023-11-27,0.79
2023-11-26,0
2023-11-25,159.37
2023-11-24,18.14
2023-11-23,41.18
2023-11-22,13.85
2023-11-21,264.85
2023-10-24,361.96
2023-10-23,202.65
2023-10-22,102.22
2023-10-21,187.98
2023-10-20,635.83
2023-10-19,331.56
2023-10-18,611.48
2023-10-17,102.07
2023-10-16,506.36
2023-10-15,157.01
2023-10-14,1189.07
2023-10-13,687.37
2023-10-12,377.73
2023-10-11,591.3
2023-10-10,373.52
2023-10-09,531.34
2023-10-08,1533.55
2023-10-07,298.37
2023-10-06,554.85
2023-10-05,431.18
2023-10-04,641.47
2023-10-03,143.04
2023-10-02,149.19
2023-10-01,240.85
2023-09-30,241.13
2023-09-29,726.52
2023-09-28,357.13
2023-09-27,627.13
2023-09-26,456.57
2023-09-25,202.37
2023-09-24,198.5
2023-09-23,160.39
2023-09-22,118.14
2023-09-21,400.07
2023-09-20,581.4
2023-09-19,399.74
2023-09-18,712.3
2023-09-17,203.25
2023-09-16,647.66
2023-09-15,675.44
2023-09-14,995
2023-09-13,664.2
2023-09-12,491.66
2023-09-11,686.91
2023-09-10,225.95
2023-09-09,440.25
2023-09-08,269.46
2023-09-07,903.73
2023-09-06,682.49
2023-09-05,820.83
2023-09-04,758.46
2023-09-03,830.14
2023-09-02,179.19
2023-09-01,584.8
2023-08-31,385.35
2023-08-30,576.43
2023-08-29,621.83
2023-08-28,1265.18
2023-08-27,65.58
2023-08-26,272.92
2023-08-25,370.35
2023-08-24,229.19
2023-08-23,270.42
2023-08-22,226.83
2023-08-21,364.03
2023-08-20,236.81
2023-08-19,676.85
2023-08-18,128.08
2023-08-17,844.7
2023-08-16,1171.08
2023-08-15,632.31
2023-08-14,1040.13
2023-08-13,136.5
2023-08-12,1031.93
2023-08-11,81.09
2023-08-10,748.54
2023-08-09,1060.4
2023-08-08,804.89
2023-08-07,1093.01
2023-08-06,554.25
2023-08-05,112.95
2023-08-04,1173.98
2023-08-03,819.57
2023-08-02,1102.61
2023-08-01,485.07
2023-07-31,1117.27
2023-07-30,229.21
2023-07-29,246.7
2023-07-28,1063.15
2023-07-27,749.98
2023-07-26,645.08
2023-07-25,848.48
2023-07-24,600.74
2023-07-23,128.2
2023-07-22,195.16
2023-07-21,970.72
2023-07-20,718.47
2023-07-19,760.56
2023-07-18,647.77
2023-07-17,187.6
2023-07-16,356.66
2023-07-15,214.08
2023-07-14,271.21
2023-07-13,245.01
2023-07-12,284.47
2023-07-11,480.04
2023-07-10,571.57
2023-07-09,220.39
2023-07-08,537.6
2023-07-07,199.15
2023-07-06,547.35
2023-07-05,833.31
2023-07-04,687.63
2023-07-03,85.38
2023-07-02,337.75
2023-07-01,242.94
2023-06-30,761.12
2023-06-29,244.331
2023-06-28,343.803
2023-06-27,247.139
2023-06-26,265.678
2023-06-25,211.054
2023-06-24,156.612
2023-06-23,289.442
2023-06-22,232.692
2023-06-21,198.802
2023-06-20,155.097
2023-06-19,78.253
2023-06-18,24.674
2023-06-17,173.117
2023-06-16,390.701
2023-06-15,283.38
2023-06-14,369.892
2023-06-13,233.566
2023-06-12,182.181
2023-06-11,191.898
2023-06-10,241.93
2023-06-09,355.446
2023-06-08,298.241
2023-06-07,312.818
2023-06-06,329.262
2023-06-05,248.665
2023-06-04,305.649
2023-06-03,125.406
2023-06-02,318.587
2023-06-01,208.082
2023-05-31,340.254
2023-05-30,163.578
2023-05-29,402.501
2023-05-28,222.731
2023-05-27,339.818
2023-05-26,223.361
2023-05-25,233.186
2023-05-24,246.617
2023-05-23,320.9
2023-05-22,288.009
2023-05-21,327.87
2023-05-20,437.043
2023-05-19,106.099
2023-05-18,350.059
2023-05-17,498.151
2023-05-16,295.677
2023-05-15,306.389
2023-05-14,292.373
2023-05-13,452.007
2023-05-12,282.554
2023-05-11,208.373
2023-05-10,226.715
2023-05-09,420.348
2023-05-08,217.921
2023-05-07,121.099
2023-05-06,246.695
2023-05-05,187.637
2023-05-04,282.348
2023-05-03,288.756
2023-05-02,80.433
2023-05-01,95.696
2023-04-30,184.67
2023-04-29,303.348
2023-04-28,166.99
2023-04-27,246.562
2023-04-26,178.351
2023-04-25,140.883
2023-04-24,284.773
2023-04-23,180.325
2023-04-22,291.261
2023-04-21,242.03
2023-04-20,154.564
2023-04-15,191.924
2023-04-14,164.194
2023-04-13,129.79
2023-04-12,135.547
2023-04-11,182.888
2023-04-10,121.79
2023-04-09,169.957
2023-04-08,247.275
2023-04-07,304.963
2023-04-06,310.555
2023-04-05,293.318
2023-04-04,273.019
2023-04-03,385.562
2023-04-02,141.527
2023-04-01,164.047
2023-03-31,147.05
2023-03-30,218.277
2023-03-29,142.718
2023-03-28,235.342
2023-03-27,218.994
2023-03-26,92.021
2023-03-25,158.871
2023-03-24,122.49
2023-03-23,182.434
2023-03-22,162.262
2023-03-21,36.492
2023-03-20,177.381
2023-03-19,153.181
2023-03-18,324.388
2023-03-17,304.028
2023-03-16,336.377
2023-03-15,220.023
2023-03-14,96.088
2023-03-13,106.687
2023-03-12,33.398
2023-03-11,144.285
2023-03-10,71.817
2023-03-09,84.782
2023-03-08,72.528
2023-03-07,27.809
2023-03-06,7.215
2023-03-05,50.518
2023-03-04,0
2023-03-03,0
2023-03-02,0
2023-03-01,0
2023-02-28,0
2023-02-27,0
2023-02-26,0
2022-11-04,57.167
2022-11-03,212.287
2022-11-02,229.863
2022-11-01,132.121
2022-10-31,121.919
2022-10-30,245.636
2022-10-29,347.945
2022-10-28,221.366
2022-10-27,260.37
2022-10-26,230.832
2022-10-25,37.663
2022-10-24,96.78
2022-10-23,267.799
2022-10-22,369.944
2022-10-21,112.185
2022-10-20,159.049
2022-10-19,191.452
2022-10-18,283.186
2022-10-17,167.203
2022-10-16,117.57
2022-10-15,88.378
2022-10-14,97.682
2022-10-13,59.282
2022-10-12,262.078
2022-10-11,101.325
2022-10-10,60.551
2022-10-09,106.312
2022-10-08,80.146
2022-10-07,86.526
2022-10-06,144.91
2022-10-05,207.744
2022-10-04,239.332
2022-10-03,43.493
2022-10-02,150.94
2022-10-01,178.913
2022-09-30,77.084
2022-09-29,144.964
2022-09-28,337.161
2022-09-24,247.926
2022-09-23,260.675
2022-09-22,158.334
2022-09-21,453.296
2022-09-20,435.137
2022-09-19,309.646
2022-09-18,81.479
2022-09-17,104.287
2022-09-16,65.789
2022-09-15,112.833
2022-09-14,246.841
2022-09-13,43.421
2022-09-12,125.408
2022-09-11,392.457
2022-09-10,228.32
2022-09-09,241.964
2022-09-08,143.648
2022-09-07,332.541
2022-09-06,243.191
2022-09-05,269.016
2022-09-04,35.115
2022-09-03,413.602
2022-09-02,279.846
2022-09-01,288.822
2022-08-31,298.16
2022-08-30,255.527
2022-08-29,325.893
2022-08-28,376.995
2022-08-27,21.739
2022-08-26,391.009
2022-08-25,390.827
2022-08-24,201.927
2022-08-23,611.758
2022-08-22,429.404
2022-08-21,210.961
2022-08-20,207.195
2022-08-19,334.319
2022-08-18,131.716
2022-08-17,121.202
2022-08-16,150.822
2022-08-15,186.716
2022-08-14,105.022
2022-08-13,154.085
2022-08-12,110.277
2022-08-11,139.622
2022-08-10,467.719
2022-08-09,344.641
2022-08-08,320.545
2022-08-07,203.359
2022-08-06,66.005
2022-08-05,151.869
2022-08-04,224.606
2022-08-03,85.202
2022-08-02,83.791
2022-08-01,419.967
2022-07-31,34.318
2022-07-30,108.03
2022-07-29,75.535
2022-07-28,100.184
2022-07-27,243.426
2022-07-26,103.369
2022-07-25,236.387
2022-07-24,54.87
2022-07-23,148.624
2022-07-22,474.254
2022-07-21,86.107
2022-07-20,527.909
2022-07-19,83.107
2022-07-18,298.887
2022-07-17,54.147
2022-07-16,159.466
2022-07-15,192.319
2022-07-14,246.387
2022-07-13,165.879
2022-07-12,443.219
2022-07-11,99.508
2022-07-10,310.344
2022-07-09,115.988
2022-07-08,273.776
2022-07-07,288.372
2022-07-06,217.373
2022-07-05,79.602
2022-07-04,129.373
2022-07-03,27.136
2022-07-02,200.415
2022-07-01,80.479
2022-06-30,168.372
2022-06-29,140.046
2022-06-28,70.33
2022-06-27,231.917
2022-06-26,244.007
2022-06-25,288.203
2022-06-24,46.962
2022-06-23,103.221
2022-06-22,265.841
2022-06-21,68.836
2022-06-20,319.109
2022-06-19,4.487
2022-06-18,132.355
2022-06-17,131.851
2022-06-16,191.908
2022-06-15,238.245
2022-06-14,504.806
2022-06-13,173.239
2022-06-12,34.135
2022-06-11,138.465
2022-06-10,71.881
2022-06-09,54.301
2022-06-08,120.654
2022-06-07,24.179
2022-06-06,410.871
2022-06-05,314.638
2022-06-04,328.389
2022-06-03,178.276
2022-06-02,37.08
2022-06-01,68.272
2022-05-31,46.026
2022-05-30,70.684
2022-05-29,34.523
2022-05-28,126.006
2022-05-27,159.192
2022-05-26,30.908
2022-05-25,66.563
2022-05-24,0
2022-05-23,0
2022-05-22,0
2022-05-21,0
2022-05-20,0
2022-05-19,0
2022-05-18,0
2022-02-22,29.757
2022-02-21,55.383
2022-02-20,71.141
2022-02-19,225.248
2022-02-18,48.283
2022-02-17,77.28
2022-02-16,259.759
2022-02-15,47.924
2022-02-14,125.694
2022-02-13,40.202
2022-02-12,71.087
2022-02-11,124.236
2022-02-10,109.879
2022-02-09,55.572
2022-02-08,25.35
2022-02-07,218.973
2022-02-06,2.251
2022-02-05,67.506
2022-02-04,130.627
2022-02-03,31.445
2022-02-02,113.807
2022-02-01,156.168
2022-01-31,160.668
2022-01-30,64.179
2022-01-29,92.218
2022-01-28,23.13
2022-01-27,142.712
2022-01-26,250.828
2022-01-25,240.821
2022-01-24,108.651
2022-01-23,58.319
2022-01-22,161.265
2022-01-21,70.326
2022-01-20,40.786
2022-01-19,240.046
2022-01-18,59.522
2022-01-17,200.375
2022-01-16,17.573
2022-01-15,103.074
2022-01-14,202.76
2022-01-13,362.696
2022-01-12,302.079
2022-01-11,128.356
2022-01-10,140.473
2022-01-09,29.937
2022-01-08,298.359
2022-01-07,156.999
2022-01-06,54.424
2022-01-05,91.825
2022-01-04,31.672
2022-01-03,63.324
2022-01-02,43.956
2022-01-01,17.24
2021-12-31,98.862
2021-12-30,129.484
2021-12-29,105.846
2021-12-28,63.491
2021-12-27,95.567
2021-12-26,24.846
2021-12-25,93.205
2021-12-24,86.054
2021-12-23,263.061
2021-12-22,52.591
2021-12-21,224.06
2021-12-20,229.094
2021-12-19,162.393
2021-12-18,0
2021-12-17,0
2021-12-16,0
2021-12-15,0
2021-12-14,0
2021-12-13,0
2021-12-12,0
2021-09-02,97.303
2021-09-01,161.629
2021-08-31,152.866
2021-08-30,120.929
2021-08-29,226.276
2021-08-28,57.508
2021-08-27,56.229
2021-08-26,136.245
2021-08-25,120.13
2021-08-24,102.87
2021-08-23,131.637
2021-08-22,224.997
2021-08-21,38.385
2021-08-20,25.188
2021-08-19,88.999
2021-08-18,92.424
2021-08-17,174.072
2021-08-16,210.597
2021-08-15,18.343
2021-08-14,80.506
2021-08-13,75.893
2021-08-12,79.996
2021-08-11,130.869
2021-08-10,228.164
2021-08-09,224.222
2021-08-08,73.105
2021-08-07,209.196
2021-08-06,99.759
2021-08-05,88.938
2021-08-04,100.344
2021-08-03,78.037
2021-08-02,237.061
2021-08-01,202.231
2021-07-31,73.889
2021-07-30,271.626
2021-07-29,68.465
2021-07-28,369.525
2021-07-27,240.809
2021-07-26,295.928
2021-07-25,57.617
2021-07-24,214.913
2021-07-23,79.552
2021-07-22,169.873
2021-07-21,235.838
2021-07-20,148.682
2021-07-19,88.167
2021-07-18,87.662
2021-07-17,42.036
2021-07-16,142.46
2021-07-15,247.643
2021-07-14,194.361
2021-07-13,498.77
2021-07-12,201.646
2021-07-11,178.293
2021-07-10,314.041
2021-07-09,131.024
2021-07-08,235.651
2021-07-07,107.293
2021-07-06,270.393
2021-07-05,159.154
2021-07-04,146.728
2021-07-03,234.264
2021-07-02,237.944
2021-07-01,53.94
2021-06-30,229.945
2021-06-29,13.305
2021-06-28,186.537
2021-06-27,101.374
2021-06-26,56.873
2021-06-25,96.601
2021-06-24,98.678
2021-06-23,145.859
2021-06-22,30.901
2021-06-21,97.593
2021-06-20,61.702
2021-06-19,107.886
2021-06-18,138.834
2021-06-17,127.224
2021-06-16,75.417
2021-06-15,169.853
2021-06-14,271.319
2021-06-13,202.375
2021-06-12,18.012
2021-06-11,376.26
2021-06-10,85.425
2021-06-09,99.984
2021-06-08,113.82
2021-06-07,44.319
2021-06-06,77.022
2021-06-05,21.41
2021-06-04,137.264
2021-06-03,93.963
2021-06-02,61.875
2021-06-01,33.132
2021-05-31,54.461
2021-05-30,385.03
2021-05-29,34.042
2021-05-28,100.332
2021-05-27,55.532
2021-05-26,84.89
2021-05-25,26.762
2021-05-24,213.921
2021-05-23,3.078
2021-05-22,56.469
2021-05-21,43.385
2021-05-20,232.663
2021-05-19,197.06
2021-05-18,255.852
2021-05-17,450.452
2021-05-16,251.034
2021-05-15,221.971
2021-05-14,241.116
2021-05-13,215.871
2021-05-12,40.365
2021-05-11,82.268
2021-05-10,55.102
2021-05-09,67.071
2021-05-08,213.565
2021-05-07,41.826
2021-05-06,14.557
2021-05-05,43.928
2021-05-04,70.249
2021-05-03,57.204
2021-05-02,42.674
2021-05-01,20.247
2021-04-30,23.758
2021-04-29,87.702
2021-04-28,65.994
2021-04-27,45.235
2021-04-26,84.754
2021-04-25,104.95
2021-04-24,124.761
2021-04-23,123.685
2021-04-22,56.947
2021-04-21,177.531
2021-04-20,43.185
2021-04-19,61.073
2021-04-18,7.227
2021-04-17,161
2021-04-16,79.142
2021-04-15,63.79
2021-04-14,40.724
2021-04-13,31.498
2021-04-12,121.839
2021-04-11,48.695
2021-04-10,69.07
2021-04-09,62.175
2021-04-08,59.561
2021-04-07,31.933
2021-04-06,31.344
2021-04-05,31.805
2021-04-04,67.66
2021-04-03,62.483
2021-04-02,42.851
2021-04-01,31.6
2021-03-31,79.142
2021-03-30,60.535
2021-03-29,187.141
2021-03-28,14.25
2021-03-27,29.089
2021-03-26,140.446
2021-03-25,141.387
2021-03-24,87.207
2021-03-23,29.288
2021-03-22,44.735
2021-03-21,132.441
2021-03-20,72.102
2021-03-19,61.76
2021-03-18,24.052
2021-03-17,70.365
2021-03-16,67.602
2021-03-15,65.129
2021-03-14,6.184
2021-03-13,99.022
2021-03-12,63.813
2021-03-11,29.025
2021-03-10,66.208
2021-03-09,11.078
2021-03-08,47.524
2021-03-07,116.679
2021-03-06,113.653
2021-03-05,52.392
2021-03-04,26.604
2021-03-03,77.391
2021-03-02,17.999
2021-03-01,65.313
2021-02-28,20.027
2021-02-27,78.736
2021-02-26,51.312
2021-02-25,83.337
2021-02-24,78.372
2021-02-23,18.69
2021-02-22,76.059
2021-02-21,53.288
2021-02-20,212.392
2021-02-19,22.741
2021-02-18,25.5
2021-02-17,84.726
2021-02-16,86.634
2021-02-15,78.667
2021-02-14,46.824
2021-02-13,211.093
2021-02-12,21.762
2021-02-11,13.459
2021-02-10,8.277
2021-02-09,10.881
2021-02-08,3.378
2021-02-07,15.109
2021-02-06,3.481
2021-02-05,8.999
2021-02-04,5.466
2021-02-03,5.079
2021-02-02,11.964
2021-02-01,4.77
2021-01-31,7.503
2021-01-30,11.732
2021-01-29,58.349
2021-01-28,47.056
2021-01-27,53.889
2021-01-26,51.284
2021-01-25,85.397
2021-01-24,1.728
2021-01-23,90.295
2021-01-22,95.272
2021-01-21,74.103
2021-01-20,161.949
2021-01-19,77.12
2021-01-18,174.171
2021-01-17,20.627
2021-01-16,148.748
2021-01-15,159.577
2021-01-14,50.459
2021-01-13,94.022
2021-01-12,64.923
2021-01-11,73.105
2021-01-10,11.394
2021-01-09,87.277
2021-01-08,46.825
2021-01-07,85.187
2021-01-06,28.905
2021-01-05,42.16
2021-01-04,4.18
2021-01-03,13.178
2021-01-02,98.442
2021-01-01,29.466
2020-12-31,64.948
2020-12-30,163.415
2020-12-29,89.673
2020-12-28,95.128
2020-12-27,15.014
2020-12-26,2.447
2020-12-25,21.845
2020-12-24,57.327
2020-12-23,134.408
2020-12-22,79.885
2020-12-21,38.999
2020-12-20,100.368
2020-12-19,38.897
2020-12-18,80.122
2020-12-17,31.153
2020-12-16,83.235
2020-12-15,83.188
2020-12-14,54.31
2020-12-13,197.083
2020-12-12,58.465
2020-12-11,66.577
2020-12-10,127.415
2020-12-09,114.11
2020-12-08,67.195
2020-12-07,24.83
2020-12-06,172.822
2020-12-05,223.422
2020-12-04,34.698
2020-12-03,78.398
2020-12-02,75.381
2020-12-01,15.482
2020-11-30,53.568
2020-11-29,7.098
2020-11-28,3.438
2020-11-27,57.179
2020-11-26,120.664
