date,value
2024-07-26,29.34
2024-07-25,42
2024-07-24,42.51
2024-07-23,33
2024-07-22,28.61
2024-07-21,39
2024-07-20,36.89
2024-07-19,51
2024-07-18,42.19
2024-07-17,18.18
2024-07-16,27.53
2024-07-15,11.23
2024-07-14,15
2024-07-13,0
2024-07-12,15
2024-07-11,28.81
2024-07-10,43.05
2024-07-09,18
2024-07-08,18
2024-07-07,3
2024-07-06,24
2024-07-05,15.47
2024-07-04,39.94
2024-07-03,60.72
2024-07-02,67.26
2024-07-01,36.63
2024-06-30,42.83
2024-06-29,49.55
2024-06-28,27.93
2024-06-27,36.82
2024-06-26,21.03
2024-06-25,12.25
2024-06-24,12
2024-06-23,39.55
2024-06-22,13.27
2024-06-21,32.01
2024-06-20,15.25
2024-06-19,48.66
2024-06-18,23.27
2024-06-17,45.86
2024-06-16,9
2024-06-15,43.64
2024-06-14,18
2024-06-13,22.61
2024-06-12,21.04
2024-06-11,12.41
2024-06-10,27.49
2024-06-09,13.11
2024-06-08,27.53
2024-06-07,20.33
2024-06-06,30.93
2024-06-05,12
2024-06-04,24.89
2024-06-03,12.64
2024-06-02,3
2024-06-01,40.19
2024-05-31,18.41
2024-05-30,12.8
2024-05-29,15
2024-05-28,48.13
2024-05-27,12.71
2024-05-26,33
2024-05-25,55.39
2024-05-24,30.34
2024-05-23,30.58
2024-05-22,22.63
2024-05-21,23.14
2024-05-20,72
2024-05-19,18.05
2024-05-18,22.53
2024-05-17,25.5
2024-05-16,28.09
2024-05-15,75.24
2024-05-14,45.18
2024-05-13,46.18
2024-05-12,90
2024-05-11,73.35
2024-05-10,59.39
2024-05-09,42.39
2024-05-08,69.94
2024-05-07,47.09
2024-05-06,12.81
2024-05-05,69
2024-05-04,47.14
2024-05-03,39.63
2024-05-02,42.36
2024-05-01,45.55
2024-04-30,69.63
2024-04-29,29.23
2024-04-28,18
2024-04-27,42.18
2024-04-26,9
2024-04-25,32.02
2024-04-24,27
2024-04-23,91.91
2024-04-22,30.98
2024-04-21,36.2
2024-04-20,24.7
2024-04-19,21.47
2024-04-18,18.89
2024-04-17,39
2024-04-16,33.61
2024-04-15,9.06
2024-04-14,57.47
2024-04-13,99
2024-04-12,44.36
2024-04-11,21
2024-04-10,50.33
2024-04-09,62.2
2024-04-08,29.19
2024-04-07,21.55
2024-04-06,36
2024-04-05,72.57
2024-04-04,57.18
2024-04-03,63.57
2024-04-02,28.57
2024-04-01,24
2024-03-31,14.26
2024-03-30,23.15
2024-03-29,62.13
2024-03-28,3
2024-03-27,105.74
2024-03-26,30.91
2024-03-25,36
2024-03-24,21.35
2024-03-23,43.64
2024-03-22,26.03
2024-03-21,39.66
2024-03-20,37.98
2024-03-19,25.82
2024-03-18,21
2024-03-17,67.06
2024-03-16,36.11
2024-03-15,52.61
2024-03-14,44.31
2024-03-13,15
2024-03-12,0
2024-03-11,0
2024-03-10,24
2024-03-09,42
2024-03-08,55.47
2024-03-07,42
2024-03-06,63.3
2024-03-05,26.04
2024-03-04,50.31
2024-03-03,31.96
2024-03-02,19.91
2024-03-01,57
2024-02-29,28.59
2024-02-28,15
2024-02-27,27.28
2024-02-26,18
2024-02-25,23.35
2024-02-24,60
2024-02-23,30.03
2024-02-22,30
2024-02-21,59.29
2024-02-20,34.74
2024-02-19,18.41
2024-02-18,29.05
2024-02-17,34.88
2024-02-16,27
2024-02-15,67.32
2024-02-14,24
2024-02-13,27
2024-02-12,23.28
2024-02-11,18
2024-02-10,33
2024-02-09,12
2024-02-08,27
2024-02-07,30.09
2024-02-06,12.32
2024-02-05,17.24
2024-02-04,69.71
2024-02-03,18.66
2024-02-02,21.77
2024-02-01,39
2024-01-31,31.71
2024-01-30,15
2024-01-29,8.31
2024-01-28,24
2024-01-27,52.29
2024-01-26,23.29
2024-01-25,69
2024-01-24,30
2024-01-23,36.2
2024-01-22,31.22
2024-01-21,12.52
2024-01-20,24
2024-01-19,27
2024-01-18,42.15
2024-01-17,17.26
2024-01-16,39
2024-01-15,25.63
2024-01-14,13.62
2024-01-13,17.13
2024-01-12,27
2024-01-11,15
2024-01-10,24.49
2024-01-09,21
2024-01-08,29.31
2024-01-07,54.42
2024-01-06,46.38
2024-01-05,54.96
2024-01-04,25.56
2024-01-03,21.52
2024-01-02,7.82
2024-01-01,32.26
2023-12-31,114.57
2023-12-30,18
2023-12-29,19.72
2023-12-28,42
2023-12-27,24
2023-12-26,0
2023-12-25,27.01
2023-12-24,39.17
2023-12-23,19.99
2023-12-22,40.7
2023-12-21,69.49
2023-12-20,9
2023-12-19,0
2023-12-18,0
2023-12-17,0
2023-12-16,0
2023-12-15,0
2023-12-14,0
2023-12-13,0
2023-12-06,0
2023-12-05,0
2023-12-04,10.8
2023-12-03,12.33
2023-12-02,12
2023-12-01,0
2023-11-30,0
2023-11-29,6
2023-11-28,6
2023-11-27,0
2023-11-26,0
2023-11-25,9
2023-11-24,6
2023-11-23,0
2023-11-22,6
2023-11-21,0
2023-10-24,19.39
2023-10-23,12.71
2023-10-22,23.29
2023-10-21,6
2023-10-20,15.13
2023-10-19,21.6
2023-10-18,21
2023-10-17,22.34
2023-10-16,39.13
2023-10-15,57.25
2023-10-14,90.32
2023-10-13,21.05
2023-10-12,15
2023-10-11,11.1
2023-10-10,30
2023-10-09,28.8
2023-10-08,9.34
2023-10-07,45
2023-10-06,20.11
2023-10-05,40.15
2023-10-04,12
2023-10-03,18.61
2023-10-02,15
2023-10-01,29.36
2023-09-30,21
2023-09-29,70.14
2023-09-28,27.1
2023-09-27,21
2023-09-26,15
2023-09-25,41.05
2023-09-24,25.19
2023-09-23,12.14
2023-09-22,20.1
2023-09-21,44.15
2023-09-20,13.14
2023-09-19,9.02
2023-09-18,42.28
2023-09-17,41.33
2023-09-16,48.45
2023-09-15,37.59
2023-09-14,43.89
2023-09-13,36
2023-09-12,59.31
2023-09-11,30.94
2023-09-10,30.57
2023-09-09,33.2
2023-09-08,30
2023-09-07,44.25
2023-09-06,25.45
2023-09-05,21.32
2023-09-04,15
2023-09-03,49.72
2023-09-02,19.87
2023-09-01,16.66
2023-08-31,49.18
2023-08-30,9.16
2023-08-29,22.53
2023-08-28,27
2023-08-27,31.8
2023-08-26,15
2023-08-25,15
2023-08-24,0
2023-08-23,15.29
2023-08-22,9
2023-08-21,28.81
2023-08-20,0
2023-08-19,48
2023-08-18,12
2023-08-17,42
2023-08-16,21.35
2023-08-15,42
2023-08-14,20.27
2023-08-13,30.26
2023-08-12,34.44
2023-08-11,18.05
2023-08-10,19.68
2023-08-09,36
2023-08-08,66.21
2023-08-07,51.4
2023-08-06,36
2023-08-05,24
2023-08-04,15
2023-08-03,16.59
2023-08-02,18
2023-08-01,39
2023-07-31,31.25
2023-07-30,58.07
2023-07-29,46.37
2023-07-28,46.8
2023-07-27,30
2023-07-26,28.3
2023-07-25,15
2023-07-24,33
2023-07-23,64.56
2023-07-22,54
2023-07-21,36.04
2023-07-20,57
2023-07-19,64.5
2023-07-18,21
2023-07-17,37.47
2023-07-16,18
2023-07-15,21
2023-07-14,40.25
2023-07-13,61.91
2023-07-12,43.97
2023-07-11,45
2023-07-10,36
2023-07-09,12
2023-07-08,21.03
2023-07-07,51
2023-07-06,36.06
2023-07-05,21.47
2023-07-04,47.25
2023-07-03,24
2023-07-02,33.46
2023-07-01,27
2023-06-30,27
2023-06-29,34.981
2023-06-28,12
2023-06-27,12.488
2023-06-26,31.405
2023-06-25,19.356
2023-06-24,33.956
2023-06-23,37.932
2023-06-22,55.354
2023-06-21,88.428
2023-06-20,70.325
2023-06-19,15
2023-06-18,6
2023-06-17,14.038
2023-06-16,31.217
2023-06-15,24
2023-06-14,40.217
2023-06-13,21.223
2023-06-12,22.479
2023-06-11,27.994
2023-06-10,9.263
2023-06-09,86.115
2023-06-08,46.559
2023-06-07,21.627
2023-06-06,30.826
2023-06-05,27.973
2023-06-04,30.599
2023-06-03,21
2023-06-02,24
2023-06-01,21.031
2023-05-31,33
2023-05-30,15
2023-05-29,39
2023-05-28,67.746
2023-05-27,49.706
2023-05-26,27
2023-05-25,54.451
2023-05-24,28.4
2023-05-23,30.975
2023-05-22,21.322
2023-05-21,17.294
2023-05-20,78
2023-05-19,52.337
2023-05-18,39
2023-05-17,42
2023-05-16,31.015
2023-05-15,70.353
2023-05-14,37.938
2023-05-13,16.946
2023-05-12,117
2023-05-11,102.201
2023-05-10,103.412
2023-05-09,60.582
2023-05-08,54.71
2023-05-07,26.105
2023-05-06,37.184
2023-05-05,39
2023-05-04,101.208
2023-05-03,142.574
2023-05-02,26.042
2023-05-01,23.397
2023-04-30,51
2023-04-29,37.006
2023-04-28,57
2023-04-27,61.947
2023-04-26,15
2023-04-25,27
2023-04-24,68.204
2023-04-23,25.414
2023-04-22,0
2023-04-21,0
2023-04-20,0
2023-04-15,6.347
2023-04-14,87.523
2023-04-13,60.985
2023-04-12,93.792
2023-04-11,63.08
2023-04-10,15.581
2023-04-09,42
2023-04-08,42
2023-04-07,9
2023-04-06,68.188
2023-04-05,60.688
2023-04-04,88.689
2023-04-03,110.286
2023-04-02,73.208
2023-04-01,30
2023-03-31,91.275
2023-03-30,81
2023-03-29,11.396
2023-03-28,84
2023-03-27,61.607
2023-03-26,6
2023-03-25,24
2023-03-24,55.322
2023-03-23,40.652
2023-03-22,72
2023-03-21,13.664
2023-03-20,18
2023-03-19,45.19
2023-03-18,32.013
2023-03-17,49.619
2023-03-16,70.737
2023-03-15,30.782
2023-03-14,27.819
2023-03-13,15.02
2023-03-12,0
2023-03-11,33
2023-03-10,33
2023-03-09,21
2023-03-08,18
2023-03-07,27
2023-03-06,3
2023-03-05,15
2023-03-04,0
2023-03-03,0
2023-03-02,0
2023-03-01,0
2023-02-28,0
2023-02-27,0
2023-02-26,0
2022-11-04,9
2022-11-03,12
2022-11-02,12
2022-11-01,12
2022-10-31,15
2022-10-30,27
2022-10-29,18
2022-10-28,15
2022-10-27,18
2022-10-26,18
2022-10-25,6
2022-10-24,18
2022-10-23,15
2022-10-22,33
2022-10-21,21
2022-10-20,12
2022-10-19,15
2022-10-18,12
2022-10-17,18
2022-10-16,9
2022-10-15,12
2022-10-14,18
2022-10-13,6
2022-10-12,18
2022-10-11,18
2022-10-10,21
2022-10-09,18
2022-10-08,27
2022-10-07,18
2022-10-06,12
2022-10-05,6
2022-10-04,18
2022-10-03,6
2022-10-02,0
2022-10-01,21
2022-09-30,18
2022-09-29,9
2022-09-28,0
2022-09-24,27
2022-09-23,18
2022-09-22,15
2022-09-21,21
2022-09-20,18
2022-09-19,18
2022-09-18,12
2022-09-17,18
2022-09-16,12
2022-09-15,15
2022-09-14,15
2022-09-13,15
2022-09-12,24
2022-09-11,15
2022-09-10,27
2022-09-09,9
2022-09-08,9
2022-09-07,3
2022-09-06,9
2022-09-05,12
2022-09-04,6
2022-09-03,18
2022-09-02,9
2022-09-01,12
2022-08-31,12
2022-08-30,15
2022-08-29,12
2022-08-28,12
2022-08-27,9
2022-08-26,36
2022-08-25,114
2022-08-24,9
2022-08-23,183
2022-08-22,30
2022-08-21,12
2022-08-20,18
2022-08-19,9
2022-08-18,18
2022-08-17,6
2022-08-16,21
2022-08-15,12
2022-08-14,15
2022-08-13,12
2022-08-12,15
2022-08-11,12
2022-08-10,9
2022-08-09,36
2022-08-08,9
2022-08-07,9
2022-08-06,12
2022-08-05,12
2022-08-04,15
2022-08-03,12
2022-08-02,9
2022-08-01,18
2022-07-31,12
2022-07-30,12
2022-07-29,12
2022-07-28,12
2022-07-27,18
2022-07-26,0
2022-07-25,0
2022-07-24,0
2022-07-23,0
2022-07-22,0
2022-07-21,0
2022-07-20,0
2022-07-19,0
2022-07-18,0
2022-07-17,0
2022-07-16,0
2022-07-15,0
2022-07-14,0
2022-07-13,0
2022-07-12,0
2022-07-11,0
2022-07-10,0
2022-07-09,0
2022-07-08,0
2022-07-07,0
2022-07-06,0
2022-07-05,0
2022-07-04,0
2022-07-03,0
2022-07-02,0
2022-07-01,0
2022-06-30,0
2022-06-29,0
2022-06-28,0
2022-06-27,0
2022-06-26,0
2022-06-25,0
2022-06-24,0
2022-06-23,0
2022-06-22,0
2022-06-21,0
2022-06-20,0
2022-06-19,0
2022-06-18,0
2022-06-17,0
2022-06-16,0
2022-06-15,0
2022-06-14,0
2022-06-13,0
2022-06-12,0
2022-06-11,0
2022-06-10,0
2022-06-09,0
2022-06-08,0
2022-06-07,0
2022-06-06,0
2022-06-05,0
2022-06-04,0
2022-06-03,0
2022-06-02,0
2022-06-01,0
2022-05-31,0
2022-05-30,0
2022-05-29,0
2022-05-28,0
2022-05-27,0
2022-05-26,0
2022-05-25,0
2022-05-24,0
2022-05-23,0
2022-05-22,0
2022-05-21,0
2022-05-20,0
2022-05-19,0
2022-05-18,0
2022-02-22,0
2022-02-21,0
2022-02-20,0
2022-02-19,0
2022-02-18,0
2022-02-17,0
2022-02-16,0
2022-02-15,0
2022-02-14,0
2022-02-13,0
2022-02-12,0
2022-02-11,0
2022-02-10,0
2022-02-09,0
2022-02-08,0
2022-02-07,0
2022-02-06,0
2022-02-05,0
2022-02-04,0
2022-02-03,0
2022-02-02,0
2022-02-01,0
2022-01-31,0
2022-01-30,0
2022-01-29,0
2022-01-28,0
2022-01-27,0
2022-01-26,0
2022-01-25,0
2022-01-24,0
2022-01-23,0
2022-01-22,0
2022-01-21,0
2022-01-20,0
2022-01-19,0
2022-01-18,0
2022-01-17,0
2022-01-16,0
2022-01-15,0
2022-01-14,0
2022-01-13,0
2022-01-12,0
2022-01-11,0
2022-01-10,0
2022-01-09,0
2022-01-08,0
2022-01-07,0
2022-01-06,0
2022-01-05,0
2022-01-04,0
2022-01-03,0
2022-01-02,0
2022-01-01,0
2021-12-31,0
2021-12-30,0
2021-12-29,0
2021-12-28,0
2021-12-27,0
2021-12-26,0
2021-12-25,0
2021-12-24,0
2021-12-23,0
2021-12-22,0
2021-12-21,0
2021-12-20,0
2021-12-19,0
2021-12-18,0
2021-12-17,0
2021-12-16,0
2021-12-15,0
2021-12-14,0
2021-12-13,0
2021-12-12,0
2021-09-02,0
2021-09-01,0
2021-08-31,0
2021-08-30,0
2021-08-29,0
2021-08-28,0
2021-08-27,0
2021-08-26,0
2021-08-25,0
2021-08-24,0
2021-08-23,0
2021-08-22,0
2021-08-21,0
2021-08-20,0
2021-08-19,0
2021-08-18,0
2021-08-17,0
2021-08-16,0
2021-08-15,0
2021-08-14,0
2021-08-13,0
2021-08-12,0
2021-08-11,0
2021-08-10,0
2021-08-09,0
2021-08-08,0
2021-08-07,0
2021-08-06,0
2021-08-05,0
2021-08-04,0
2021-08-03,0
2021-08-02,0
2021-08-01,0
2021-07-31,0
2021-07-30,0
2021-07-29,0
2021-07-28,0
2021-07-27,0
2021-07-26,0
2021-07-25,0
2021-07-24,0
2021-07-23,0
2021-07-22,0
2021-07-21,0
2021-07-20,0
2021-07-19,0
2021-07-18,0
2021-07-17,0
2021-07-16,0
2021-07-15,0
2021-07-14,0
2021-07-13,0
2021-07-12,0
2021-07-11,0
2021-07-10,0
2021-07-09,0
2021-07-08,0
2021-07-07,0
2021-07-06,0
2021-07-05,0
2021-07-04,0
2021-07-03,0
2021-07-02,0
2021-07-01,0
2021-06-30,0
2021-06-29,0
2021-06-28,0
2021-06-27,0
2021-06-26,0
2021-06-25,0
2021-06-24,0
2021-06-23,0
2021-06-22,0
2021-06-21,0
2021-06-20,0
2021-06-19,0
2021-06-18,0
2021-06-17,0
2021-06-16,0
2021-06-15,0
2021-06-14,0
2021-06-13,0
2021-06-12,0
2021-06-11,0
2021-06-10,0
2021-06-09,0
2021-06-08,0
2021-06-07,0
2021-06-06,0
2021-06-05,0
2021-06-04,0
2021-06-03,0
2021-06-02,0
2021-06-01,0
2021-05-31,0
2021-05-30,0
2021-05-29,0
2021-05-28,0
2021-05-27,0
2021-05-26,0
2021-05-25,0
2021-05-24,0
2021-05-23,0
2021-05-22,0
2021-05-21,0
2021-05-20,0
2021-05-19,0
2021-05-18,0
2021-05-17,0
2021-05-16,0
2021-05-15,0
2021-05-14,0
2021-05-13,0
2021-05-12,0
2021-05-11,0
2021-05-10,0
2021-05-09,0
2021-05-08,0
2021-05-07,0
2021-05-06,0
2021-05-05,0
2021-05-04,0
2021-05-03,0
2021-05-02,0
2021-05-01,0
2021-04-30,0
2021-04-29,0
2021-04-28,0
2021-04-27,0
2021-04-26,0
2021-04-25,0
2021-04-24,0
2021-04-23,0
2021-04-22,0
2021-04-21,0
2021-04-20,0
2021-04-19,0
2021-04-18,0
2021-04-17,0
2021-04-16,0
2021-04-15,0
2021-04-14,0
2021-04-13,0
2021-04-12,0
2021-04-11,0
2021-04-10,0
2021-04-09,0
2021-04-08,0
2021-04-07,0
2021-04-06,0
2021-04-05,0
2021-04-04,0
2021-04-03,0
2021-04-02,0
2021-04-01,0
2021-03-31,0
2021-03-30,0
2021-03-29,0
2021-03-28,0
2021-03-27,0
2021-03-26,0
2021-03-25,0
2021-03-24,0
2021-03-23,0
2021-03-22,0
2021-03-21,0
2021-03-20,0
2021-03-19,0
2021-03-18,0
2021-03-17,0
2021-03-16,0
2021-03-15,0
2021-03-14,0
2021-03-13,0
2021-03-12,0
2021-03-11,0
2021-03-10,0
2021-03-09,0
2021-03-08,0
2021-03-07,0
2021-03-06,0
2021-03-05,0
2021-03-04,0
2021-03-03,0
2021-03-02,0
2021-03-01,0
2021-02-28,0
2021-02-27,0
2021-02-26,0
2021-02-25,0
2021-02-24,0
2021-02-23,0
2021-02-22,0
2021-02-21,0
2021-02-20,0
2021-02-19,0
2021-02-18,0
2021-02-17,0
2021-02-16,0
2021-02-15,0
2021-02-14,0
2021-02-13,0
2021-02-12,0
2021-02-11,0
2021-02-10,0
2021-02-09,0
2021-02-08,0
2021-02-07,0
2021-02-06,0
2021-02-05,0
2021-02-04,0
2021-02-03,0
2021-02-02,0
2021-02-01,0
2021-01-31,0
2021-01-30,0
2021-01-29,0
2021-01-28,0
2021-01-27,0
2021-01-26,0
2021-01-25,0
2021-01-24,0
2021-01-23,0
2021-01-22,0
2021-01-21,0
2021-01-20,0
2021-01-19,0
2021-01-18,0
2021-01-17,0
2021-01-16,0
2021-01-15,0
2021-01-14,0
2021-01-13,0
2021-01-12,0
2021-01-11,0
2021-01-10,0
2021-01-09,0
2021-01-08,0
2021-01-07,0
2021-01-06,0
2021-01-05,0
2021-01-04,0
2021-01-03,0
2021-01-02,0
2021-01-01,0
2020-12-31,0
2020-12-30,0
2020-12-29,0
2020-12-28,0
2020-12-27,0
2020-12-26,0
2020-12-25,0
2020-12-24,0
2020-12-23,0
2020-12-22,0
2020-12-21,0
2020-12-20,0
2020-12-19,0
2020-12-18,0
2020-12-17,0
2020-12-16,0
2020-12-15,0
2020-12-14,0
2020-12-13,0
2020-12-12,0
2020-12-11,0
2020-12-10,0
2020-12-09,0
2020-12-08,0
2020-12-07,0
2020-12-06,0
2020-12-05,0
2020-12-04,0
2020-12-03,0
2020-12-02,0
2020-12-01,0
2020-11-30,0
2020-11-29,0
2020-11-28,0
2020-11-27,0
2020-11-26,0
2020-11-25,0
2020-11-24,0
2020-11-23,0
2020-11-22,0
2020-11-21,0
2020-11-20,0
2020-11-19,0
2020-11-18,0
2020-11-17,0
2020-11-16,0
2020-11-15,0
2020-11-14,0
2020-11-13,0
2020-11-12,0
2020-11-11,0
2020-11-10,0
2020-11-09,0
2020-11-08,0
2020-11-07,0
2020-11-06,0
2020-11-05,0
2020-11-04,0
2020-11-03,0
2020-11-02,0
2020-11-01,0
2020-10-31,0
2020-10-30,0
2020-10-29,0
2020-10-28,0
2020-10-27,0
2020-10-26,0
2020-10-25,0
2020-10-24,0
2020-10-23,0
2020-10-22,0
2020-10-21,0
2020-10-20,0
2020-10-19,0
2020-10-18,0
2020-10-17,0
2020-10-16,0
2020-10-15,0
2020-10-14,0
2020-10-13,0
2020-10-12,0
2020-10-11,0
2020-10-10,0
2020-10-09,0
2020-10-08,0
2020-10-07,0
2020-10-06,0
2020-10-05,0
2020-10-04,0
2020-10-03,0
2020-10-02,0
2020-10-01,0
2020-09-30,0
2020-09-29,0
2020-09-28,0
2020-09-27,0
2020-09-26,0
2020-09-25,0
2020-09-24,0
2020-09-23,0
2020-09-22,0
2020-09-21,0
2020-09-20,0
2020-09-19,0
2020-09-18,0
2020-09-17,0
2020-09-16,0
2020-09-15,0
2020-09-14,0
2020-09-13,0
2020-09-12,0
2020-09-11,0
2020-09-10,0
2020-09-09,0
2020-09-08,0
2020-09-07,0
2020-09-06,0
2020-09-05,0
2020-09-04,0
2020-09-03,0
2020-09-02,0
2020-09-01,0
2020-08-31,0
2020-08-30,0
2020-08-29,0
2020-08-28,0
2020-08-27,0
2020-08-26,0
2020-08-25,0
2020-08-24,0
2020-08-23,0
2020-08-22,0
2020-08-21,0
2020-08-20,0
2020-08-19,0
2020-08-18,0
2020-08-17,0
2020-08-16,0
2020-08-15,0
2020-08-14,0
2020-08-13,0
2020-08-12,0
2020-08-11,0
2020-08-10,0
2020-08-09,0
2020-08-08,0
2020-08-07,0
2020-08-06,0
2020-08-05,0
2020-08-04,0
2020-08-03,0
2020-08-02,0
2020-08-01,0
2020-07-31,0
2020-07-30,0
2020-07-29,0
2020-07-28,0
2020-07-27,0
2020-07-26,0
2020-07-25,0
2020-07-24,0
2020-07-23,0
2020-07-22,0
2020-07-21,0
2020-07-20,0
2020-07-19,0
2020-07-18,0
2020-07-17,0
2020-07-16,0
2020-07-15,0
2020-07-14,0
2020-07-13,0
2020-07-12,0
2020-07-11,0
2020-07-10,0
2020-07-09,0
2020-07-08,0
2020-07-07,0
2020-07-06,0
2020-07-05,0
2020-07-04,0
2020-07-03,0
2020-07-02,0
2020-07-01,0
2020-05-09,0
2020-05-08,0
2020-05-07,0
2020-05-06,0
2020-05-05,0
2020-05-04,0
2020-05-03,0
2020-05-02,0
2020-05-01,0
2020-04-30,0
2020-04-29,0
2020-04-28,0
2020-04-27,0
2020-04-26,0
2020-04-25,0
2020-04-24,0
2020-04-23,0
2020-04-22,0
2020-04-21,0
2020-04-20,0
2020-04-19,0
2020-04-18,0
2020-04-17,0
